smile,osmb,med1,med2,fexo,adip,siga,zale,pdop,rano
CC1=CC=C(S(=O)(=O)NC2(C(F)(F)F)NC(=O)N(C3=CC=CC=C3F)C2=O)C=C1,0.5537518972140745,0.02150463044545603,0.14063736978082952,0.4617876599648444,0.39587424507089086,0.050371448337601675,0.11643509412348853,0.20483662259967567,0.014380012000024797
CC(C)NC(=O)C1=CC=C(S(=O)(=O)N(C)C)C=C1,0.16888434871987515,0.0776930968865506,0.10477721937853576,0.17208617413296645,0.006794452282667573,0.005603210071699389,0.02136864990636133,0.1179532663516202,0.005256855146994006
OCC1OC(N2C=NC3=C(NCC4=CCC5=CC=CC=C54)N=CN=C32)C(O)C1O,0.7376362162899194,0.03910641647716703,0.10760526897379966,0.5602047721713141,0.006699689886741408,4.86061073473485e-10,0.04216124212150072,0.09133775754277022,0.0029712862319441163
CC1=CC=C(S(=O)(=O)N=C(CC(C)Br)N(C)C)C=C1,0.01926325494195716,0.06756756756756757,0.10205561687272796,0.030316580453421074,0.006953774039422985,0.0006028201898705864,0.04455370371227446,0.10428401933496992,0.032352142139611115
O=C(C1=CC2=CC=CC(F)=C2[NH1]1)N3CCNCC3,0.023540204726362403,0.05030272728659586,0.12377443055709164,0.030163437915283975,0.3627381250550058,0.0005940581933876133,0.015018411143479475,0.2637521893583148,0.006958884397165763
CC1=CC=C(C2=C(CC(=O)O)C(C3=CC=CS3)NC(S)=N2)C=C1,0.04060499893901596,0.038277950117547636,0.10912555437017177,0.1445182719115887,0.4165977904505309,1.9327346401766144e-06,0.32671491455765395,0.25,0.12325112023351134
O=CSC(COC=C1C=NC(O2)=NC=C(C3=CC=CC=C3)C2=N1)N4CCOCC4,0.43360604636209205,0.04047223292581765,0.11876335319302209,0.5959513486291471,0.12961574771978449,0.058535572946340174,0.08765163837903567,0.09071851136856883,0.04207634827086005
CN1C=C(C#N)C=C1C(=O)NC2=CC=C(CN3CCOCC3)C=N2,0.5312752148358351,0.05268024431046752,0.12630818352519177,0.5501285929348289,0.3383841260962061,0.056212719883456594,0.25001458353519723,0.2920125302610444,0.011992478491115588
O=C1C=CC(N2C=CN=C2)=NN1CCNS(=O)(=O)C3=CC=CC=C3Cl,0.7461569563166789,0.0,0.13237752650585946,0.5064427302971942,0.41785544701867244,0.0018097428237098688,0.09069937204445454,0.08376983381094445,0.006743268067058798
O=CC1C=CC(CC(O)C(C2=CC=CC=C2)C3=C(O)C=C4C(=C3O)C(=O)CC(C5=CC=CC=C5)O4)O1,0.21026723384447832,0.047619047619047616,0.12120216349068588,0.6300906272505925,0.00647555622999399,1.8494048758667486e-14,3.0907911092819666e-08,0.09084135301098628,0.22577436339221693
CN1C(SCC(=O)NC2=NN=CS2)=NN=C1C3CC3,0.5382727035543117,0.08471737420873575,0.07160763556372299,0.3990486830187167,0.28747978728803447,0.008603099178815072,0.0002904842812771997,0.325875267956141,0.007933106080579164
CC=C(C)C(=O)OC1C(C)=CC(C1OC(=O)CCCCCCC)(C)OC(C)=O,0.07735400011257289,0.06487491201346025,0.05337243095762681,0.4391715615653387,0.007333242925279785,9.19018149898447e-14,1.084236715282617e-10,0.0072971251993508976,0.2645444251929818
COC1=CC=C(CCN(C)C(=O)CSC2=NN=NN2C)C=C1OC,0.5060130250985769,0.04210013215252224,0.11209662742204297,0.4340108212508798,0.15200665764112622,0.006310786941581057,0.05440042574964905,0.2943028597012718,0.0068694977150022965
CC(C)(C)C1=CC=C(CN2C=C(CCCCCC3SCC4NC(=O)NC43)N=N2)C=C1,0.091650030986064,0.06961298343549062,0.11043989178267831,0.3590116153093778,0.1375791104836933,3.1956719527501944e-10,8.642306111290023e-10,0.2876779808912305,0.163888613587154
O=CCC=CC=C(N1CCCS1C)CC=C(O)CCO,0.06776877732695971,0.0625,0.045034690072179265,0.1458808254049577,0.004633530855164424,0.004709613670110689,0.0024246304951513194,0.006446839652887741,0.0334735638271833
C1OC=CC(C=CC(=O)OCCCOC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCO)=C1O,6.744732169630211e-06,0.015261692391683993,0.03392711340836927,0.00047002104432219857,0.005593448843050212,0.0,0.0,0.004765880341647201,0.6322794436702168
CC1=C(C(=O)NN=CC2=CC=C(N3CCOCC3)C=C2)N=C4C=CC=CN14,0.2252496295171573,0.04756514941544941,0.13071964051919416,0.3239348365868164,0.13700046303655677,0.0796934434791849,0.0805409687305851,0.09831991632152834,0.030681790154423245
CN1C=C(NC2=CC=CC(C3=NC=C(N4CCC(C(N)=O)CC4)C(C#N)=C3)=N2)C=N1,0.6699067535364402,0.06961298343549062,0.13542401408897026,0.6009258250490908,0.13362910895604446,2.5767121187530066e-07,0.0074496477357569755,0.11053401569438946,0.03486358915418589
O=C(O)C1=CC=C(S(=O)(=O)N2CCC(C3=CC=CC=N3)CC2)C=C1,0.4937750872160241,0.07777777777777778,0.15522732211755352,0.629745747157393,0.3644344934278313,0.0902134326299734,0.25937296941588944,0.3478041718201262,0.03962732616756809
O=C(CI)OC1=CC=C([N+1](=O)[O-1])C=C1,0.1820619174307572,0.0,0.07952141990088332,0.23848329333905952,0.006819073999034515,0.0005946544981517219,5.7163796718691805e-09,0.08878968820887854,0.017857214589911283
CC(C)CC=CC(C)C1CCC2C1(C)CC3C4C2C(O)C5C(O)C(OS(=O)(=O)O)CCC35CO4,0.24573312505638936,0.13417310983632458,0.05379201184183057,0.5146478943908972,0.004070141975274263,6.963464991689799e-18,1.5244413547869e-23,0.007018813472312121,0.13115814329085138
CC1=CN(C2CC(N=[N+1]=[N-1])C(COP(=O)(O)OP(=O)(O)OCC3=CC=C(OC(=O)C4=CC=C(C(F)(F)F)C=C4)C=C3)O2)C(=O)[NH1]C1=O,0.15881012646883633,0.042777399296289625,0.11295193532261505,0.5416330499005643,0.14287652690599012,2.732803802030737e-72,3.566077854162423e-10,0.10848172887097572,0.18578997156648114
C#CC1=CC(F)=CC(NC(C)C2=CC(C(=O)N(C)C)=CC=3C(=O)C=C(N4CCOCC4)OC2=3)=C1,0.14843010776541737,0.07346632799674513,0.12737045052816692,0.40652856797212755,0.1218327731484753,2.3161845399663186e-07,5.104157906902231e-06,0.115947843051403,0.1561986480023089
O=C(CCC1CCCN(C(=O)C2=CC=C3C(=C2)OCO3)C1)N4CCN(C5=CC=CC=N5)CC4,0.2336388561612188,0.04930237677696731,0.166163751089798,0.4663908510167638,0.006968055783856965,9.12718549788278e-06,2.707649232455231e-08,0.33553357724220934,0.06977392186153411
CC(C)C(=O)N1CCC(C(=O)NC(C(=O)NC(CCCCN)C(=O)OC(C)(C)C)C(C)C2=C[NH1]C3=CC=CC=C23)CC1,0.293574496298498,0.08236662258223168,0.12437611018682912,0.599135587598564,0.4472135954999579,0.0,0.0,0.4558423058385518,0.1567403403642007
CCCC=C1OC(=O)C2=C1CCC(O)C2OC,0.05059131248387634,0.14266317516027532,0.08572828331145821,0.07098740356840655,0.12589709375875438,0.00794831455125128,0.015471553404450073,0.006720002282677015,0.01116102190135883
COC1=CC(O)=C2C(=C1)OCC(O)(CC3=CC=C(O)C=C3)C2=O,0.6986386017583411,0.04794633014853841,0.1290179855459578,0.5878586669838776,0.37026581558867727,0.013640548311053413,0.08547090770443581,0.21566554640687682,0.017275213670447535
CC(C)NCC1C2(CCNCC2)CC3=CC(F)=CC=C31,0.0003155626580866432,0.11688311688311688,0.09562278874857749,0.0004130638275558594,0.3415650255319866,4.971016021699546e-09,0.0070284656250277,0.11832244805670794,0.016212359062337055
O=C(O)C(=O)CC1=C[NH1]C2=CC=CC=C12,0.22176722317291322,0.02034892318891199,0.11277807415103608,0.26331580713833563,0.1702950904648076,0.00249959093656254,1.4099528681632491e-05,0.29417420270727607,0.00898588265329435
CC1=C(CNCC2(N3CCN(C(=O)C4CN(C(C)C)CC4C5=CC=CC=C5)CC3)CCCCC2)C=NN1C,0.025605391690791127,0.08661417322834646,0.1262488873214695,0.10424902267880579,0.006880059406291254,0.0,0.0,0.3634218921558155,0.1236374356842736
CCC1CN2CCC1CC2C(O)C3=CC(N4CCCC(C(=O)N(CC)CC)C4)=NC5=CC=C(OC)C=C35,0.049648996988019056,0.09699794920789633,0.12342131016427327,0.3184101827765249,4.8097969237447805e-05,3.0188226932067583e-22,2.5725906299544347e-28,0.43495883620084,0.2630231576987019
COC1=CC=2OC(C)=C(C(=O)O)C=2C=C1O,0.35459522984707587,0.05057217374241736,0.08964390482065232,0.38961894373108835,0.14429418839867642,0.011811196580763452,3.177077337423896e-05,0.27472112789737807,0.02748484592712887
CC1(C)CC(C)(C)CC(CN)(CC(=O)O)C1,0.07865523942657875,0.15161960871578067,0.046673969121094734,0.12057673104547731,0.005573271430265868,0.003522996444358192,0.0013512767964056133,0.006637066227514281,0.03104120850011
CCN1CCCN1CNC(=O)CN2C=NC3=CC=C(S(=O)(=O)N4CCC(C)CC4)C=C3C2=O,0.7208846211786851,0.08928571428571429,0.15667139595448473,0.6095778384359267,0.13810901607765766,3.0883214563223834e-09,1.2655876919262173e-09,0.39361094683048226,0.00587530799515483
CC(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC2CSSCC(C(=O)O)NC(=O)C3(CCCC3)CCNC2=O,0.6553233940089436,0.0709885207532891,0.09728033102573526,0.5745811434643171,0.3502847220520294,3.025818051161689e-29,4.8154123140064164e-14,0.15265242874257245,0.006354682666839373
O=C(CNC1=NC=NC2=CC=C(C(F)(F)F)C=C12)NC3CN(C4CCC(N5C(=O)CCC5=O)CC4)C3,0.5871475213967212,0.06557377049180328,0.1205526186524861,0.6016184633081146,0.006143252040982251,5.627211588137974e-06,1.0218077718122974e-06,0.34188172937891387,0.029294326327264572
COC1=CC=CC(C2CC(=O)C=C(NCCCN(C)C)C2)=C1,0.007909457636074708,0.09335200560186732,0.12426905734453655,0.012454150671628545,0.1551937266109593,1.5992678756872257e-05,0.003583747909913904,0.11585197875799709,0.02423273583791342
CC1=CC(C2=C(C)CCC(OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(C=C(C)C(=O)O)OC1,0.5716785688782862,0.11618726603720571,0.06409064178034823,0.5722045740622775,0.3131121455425747,2.659306892442297e-20,4.033411077176027e-18,0.00647555622999399,0.010197185865801034
CCOC(=O)C12CCC=C1N(CC3=CC=CO3)C(=O)C(CC(=O)NCC4CCCCC4)C2,0.19604637203329972,0.08414063238233425,0.10720742662887708,0.6135680205816937,0.1568643207805063,7.471297701455336e-12,7.245898117510613e-12,0.1782786757149016,0.20377667754809578
CCOC(=O)N1CCN(C(=O)C2=CC=C3C(=O)N(CCC4=CC=C(OC)C(OC)=C4)C(=O)[NH1]C3=C2)CC1,0.6981662389228406,0.05855772244558113,0.18558487969879317,0.5906035318542656,0.17371272391913867,2.066313277199401e-10,4.2707725120616415e-10,0.14310263878277266,0.024668882654416826
CC(O)C1C(=O)N2C(C(=O)O)=C(SC(=S)N3CCCC3)C(C)C12,0.376422151856286,0.12911937224035414,0.09086529587978744,0.4540296646641126,0.29315098498896436,0.02349258482062294,0.0586170292215742,0.007930904282092994,0.008918262348546693
CC1=CC(C)=NC(SCC(=O)NC2=NC(=O)C(C)S2)=N1,0.5161041372344305,0.07585341080633831,0.0868262786301122,0.355936910262047,0.13662699447343168,0.03016018489559978,0.010722026794838297,0.10801312309982042,0.008517465787086391
CN(C)N=NC=1N=CN(C2CCCO2)C=1C(N)=O,0.6635286242820131,0.11180339887498948,0.06832825360825823,0.41103534572174505,0.10755053800586734,0.00018720961086933938,0.00195490990848929,0.1220626774942213,0.004556601129945477
COC1=CC=C(CNC(=O)CN2C(=O)NC3(CCCCCC3)C2=O)C=C1,0.5244568411684448,0.06219704135711229,0.12326138959847019,0.5884079555657242,0.39073233258228174,0.012738405815306879,0.0035692355051496487,0.1384968545724019,0.02807329100651287
CC(C)(OCC1OC(N2C=NC3=C(N)N=CN=C32)C(O)C1O)C4=CC=CC=C4,0.7502218700718107,0.05162994461068757,0.1004902122194846,0.5329871090145573,0.14107532574761608,3.395480473250088e-09,0.013480793696250935,0.09294311343102228,0.00608760936708404
O=C1NC2=C(C=CC(F)=C2F)C1(C3=CC=C(O)C=C3)C4=CC=CN=C4,0.06454436223894877,0.020515248496555456,0.1098964061160331,0.15908427812146156,0.12807918158683346,0.00035744284564855793,0.09264975609684101,0.04397000328740569,0.07115863026950134
COC1=CC2=C(C=C1OC)C(=NN=C(N)N)C(SC3=NC4=CC=CC=C4S3)C2,0.47826739011628777,0.047107749715070805,0.1244356630320835,0.4736217850134848,0.15627349261415016,8.311137757982737e-05,0.1659744424053341,0.0748336868372322,0.07816770529460633
COC(=O)C=1SC=2N=C(SC)SC=2C=1C,0.0038405323054305986,0.05868830272850543,0.060496378247862075,0.0042981688394582405,0.15092781748018108,9.239145969267581e-08,2.064771875841712e-06,0.2581988897471611,0.02854685986095343
O=C1[NH1]C(=O)N(C2COC(CO)O2)C=C1C=CI,0.5957649120407902,0.06003002251876643,0.09101402292819429,0.47135523687237546,0.10159814279671478,1.933965547130385e-09,7.350842451702981e-05,0.09788390567505298,0.0008699497480240235
C=CCN1N=NN=C1C2=CC=CC(Cl)=C2,0.010649349050340772,0.0,0.08137193736266085,0.011826058771383931,0.12822871950301482,4.6514632308430064e-05,6.674482023149994e-06,0.1336306209562122,0.011978195688087787
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)C(C)C)C(C)C)C(=O)O,0.5806030754582868,0.042849335744798794,0.024728447731129314,0.43255955262431606,3.4745567946990416e-05,0.0,1.6922431530831513e-25,0.00703785441195403,2.3350081267255114e-05
CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2C3=CC=C(OC(=O)N4CCOCC4)C=C3,0.41938550448006706,0.07933288280219176,0.13746434980705377,0.5816121959928946,0.1448013751589601,2.1340642875373202e-07,0.00028852004379161753,0.11470656904178307,0.08282047102892433
CNC(=O)C1=NC(Cl)=C(Cl)C(N)=C1Cl,0.15052079952694394,0.02749633406650374,0.0539961741209172,0.12313464814974978,0.0063132357701425465,0.0005559819125813156,2.2403422182111534e-09,0.08144987729640028,0.014861565657648066
CNC(=O)C=1[NH1]C=NC=1C(=O)NC2=CC=CC(Cl)=C2,0.531359340982609,0.02165232674872103,0.09858924844281527,0.4407606603848901,0.16147374450619514,0.037040639919163204,0.001350719855218829,0.2626128657194451,0.015285576404654782
CC1=CC=C(C2=NN=C(C=3SN=NC=3C)O2)S1,0.08935490800024833,0.03244428422615251,0.08152036322449235,0.11468406788458162,0.3391817326856071,0.000426906588516535,4.016556639647188e-06,0.04789382381834414,0.04391896422115156
CCN1C(=O)C(=CC=C2CCCN2C)OC1=S,0.002179388833643997,0.09102199812409126,0.10505963827188339,0.002062888589087234,0.10291480432353889,4.984513996078852e-06,0.010985337387491015,0.005573271430265868,0.005125271332082729
CCCCC1=NC2=C(N)N=C3C=C(C(=O)OC)C=CC3=C2N1CC(C)O,0.5298505229100418,0.05735393346764044,0.12727008744089371,0.5692122384583513,0.48104569292083466,0.0003174914328640039,0.012069980291893486,0.13057608672153664,0.0627732249088469
CN1C=CC(CS(=O)(=O)CC2=CC=CC(F)=C2)=CC1=O,0.06300152082224554,0.024544034683690798,0.13925166297400415,0.07604606971070593,0.13662699447343168,0.013968419213442355,0.035515050798091925,0.24253562503633297,0.010606668329158866
COC1=CC=C2N=CC(C(=O)N3CCC4(CC3)CC=5C=NN(C(C)C)C=5C(=O)N4)=CC2=C1,0.41264952701994556,0.09045714134896443,0.14374800057240383,0.6365220214231483,0.007109793464552798,2.696258329425927e-05,1.1442675246114555e-05,0.12178367672369363,0.09319591592177116
O=C(NC(CC1=CC=C(Cl)C=C1)C(=O)N2CCC(CN3C=NC=N3)(C4CCCCC4)CC2)C5CCCNC5,0.22972916418547148,0.06827887419989188,0.09734894474315844,0.6407605436555418,0.006319495797233464,8.823896662350931e-17,6.727064174020642e-24,0.408248290463863,0.18983402686173734
CCCCC(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C1=CC=C(C=C2SC(=O)N(CC3=CC=CC=C3)C2=O)C=C1)C(N)=O,0.6762977408613176,0.016070868073806158,0.08978071314790477,0.5909869902402424,0.38270699819136633,0.0,0.0,0.324037034920393,0.00905118771186419
CC1=CC=CC(OC(C)C(=O)NC2CCS(=O)(=O)C2)=C1C,0.272909611539356,0.13157894736842105,0.1059919532847821,0.32364537255681464,0.14953174394685625,0.028322440636128154,0.05004216561310703,0.14396883468501892,0.010720177283915642
CC=CC(=O)OC=C1C=C(CCC(=O)OCC=CCC2=CC=C(OC)C(OC)=C2)C=C1OC,0.08468816393302424,0.03282307143657475,0.09959657215588533,0.4943181174326231,0.1702950904648076,1.4309848499576044e-14,2.939526047330941e-09,0.11238902571907923,0.3110841245921392
CCN1CCN(CC2=C(C(=O)NN=C(C)C3=CC=C(Cl)C=C3)N=NN2C4=NON=C4N)CC1,0.7352498753749332,0.05056663148514571,0.12781958719154535,0.5345486537706894,0.1486457414351111,1.4489416633719567e-13,3.713018397484697e-05,0.11633369384516797,0.009456104393586563
